ApplStandard,MEPSComp,N-Standard,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,ExpDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,EER,Variable Output Compressor,Type variable output,Var output compressor,Rated cooling power input kW,Rated heating power input kW,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3,Ducted,Single Split System,,Air,Air,China,3.57,9.5,12.5,700,0,0,0,290,3.48,14,Calorimeter Room,3.4989,3.8819,TRUE,0,13,13,0,0,3.456769152,3.834508353,0,0,0,0,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4989,TRUE,Variable output compressor,Inverter,3.57,3.48,3.4588,3.9728
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3.72,Ducted,Single Split System,,Air,Air,China,4.31,10.28,14,700,0,0,0,290,4.44,16,Enthalpy Test Room,3.0614,3.6709,TRUE,56.51,13,13,4.143753267,0,3.03090126,3.634460336,0,0,0,0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",8/3/23,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.0614,TRUE,Variable output compressor,Inverter,4.31,4.44,3.2155,3.5683
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,PANASONIC,2.7,Non Ducted,Single Split System,Cassette,Air,Air,China,3.37,9.8,12.5,840,0,0,0,319,3.04,14,Calorimeter Room,3.5351,4.4166,TRUE,0,13,13,0,0,3.491143354,4.355074898,2.4823,4.2101,2,4,Calorimeter Room,Single,R410A,"Australia,New Zealand",10/3/23,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.5351,TRUE,Variable output compressor,Inverter,3.37,3.04,3.6615,4.5396
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,0.498,Ducted,Multiple split - VRF,,Air,Air,Malaysia,2.69,11.602,12.1,,0,0,0,,2.41,12.5,Enthalpy Test Room,4.3467,5.161,TRUE,0,29.7,27,0,0,4.193092066,4.968873151,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",13/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,4.3467,TRUE,Variable output compressor,Inverter,2.69,2.41,4.3363,4.9975
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,0.498,Ducted,Multiple split - VRF,,Air,Air,Malaysia,2.69,11.602,12.1,,0,0,0,,2.41,12.5,Enthalpy Test Room,4.3467,5.161,TRUE,0,29.7,27,0,0,4.193092066,4.968873151,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",13/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,4.3467,TRUE,Variable output compressor,Inverter,2.69,2.41,4.3363,4.9975
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,0.498,Ducted,Multiple split - VRF,,Air,Air,Malaysia,2.69,11.602,12.1,,0,0,0,,2.41,12.5,Enthalpy Test Room,4.3467,5.161,TRUE,0,29.7,27,0,0,4.193092066,4.968873151,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",13/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,4.3467,TRUE,Variable output compressor,Inverter,2.69,2.41,4.3363,4.9975
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,2.88,Non Ducted,Multiple split - VRF,,Air,Air,Japan,5.33,19.52,22.4,,0,0,0,,5.14,25,Enthalpy Test Room,3.914,4.5118,TRUE,0,122,128,0,0,3.638190405,4.169124256,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji",21/3/23,Approved,Reverse Cycle,,Class 11,TRUE,,TRUE,FALSE,FALSE,3.914,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,5.33,5.14,3.9008,4.4862
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,3.14,Non Ducted,Multiple split - VRF,,Air,Air,Japan,7.3,24.86,28,,0,0,0,,6.71,31.5,Enthalpy Test Room,3.6043,4.4153,TRUE,0,122,128,0,0,3.413599988,4.150373563,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",27/3/23,Approved,Reverse Cycle,,Class 11,TRUE,,TRUE,FALSE,FALSE,3.6043,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,7.3,6.71,3.6305,4.4101
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,6.51,Non Ducted,Multiple split - VRF,,Air,Air,Japan,8.78,26.99,33.5,,0,0,0,,9.02,37.5,Enthalpy Test Room,3.5408,3.847,TRUE,0,122,128,0,0,3.385532994,3.67529638,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 11,TRUE,,TRUE,FALSE,FALSE,3.5408,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,8.78,9.02,3.6443,3.9671
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,1.756,Ducted,Multiple split - VRF,,Air,Air,Malaysia,3.45,12.244,14,,0,0,0,,3.48,16,Enthalpy Test Room,3.8612,4.3833,TRUE,0,29.7,27,0,0,3.754421706,4.274963021,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",15/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.8612,TRUE,Variable output compressor,Inverter,3.45,3.48,3.9432,4.4802
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,1.756,Ducted,Multiple split - VRF,,Air,Air,Malaysia,3.45,12.244,14,,0,0,0,,3.48,16,Enthalpy Test Room,3.8612,4.3833,TRUE,0,29.7,27,0,0,3.754421706,4.274963021,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",15/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.8612,TRUE,Variable output compressor,Inverter,3.45,3.48,3.9432,4.4802
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,1.756,Ducted,Multiple split - VRF,,Air,Air,Malaysia,3.45,12.244,14,,0,0,0,,3.48,16,Enthalpy Test Room,3.8612,4.3833,TRUE,0,29.7,27,0,0,3.754421706,4.274963021,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",15/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.8612,TRUE,Variable output compressor,Inverter,3.45,3.48,3.9432,4.4802
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,2.611,Ducted,Multiple split - VRF,,Air,Air,Malaysia,4.16,12.889,15.5,,0,0,0,,3.86,16.5,Enthalpy Test Room,3.5877,4.1927,TRUE,0,29.7,27,0,0,3.504316512,4.09537909,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",13/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.5877,TRUE,Variable output compressor,Inverter,4.16,3.86,3.6382,4.1759
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,2.611,Ducted,Multiple split - VRF,,Air,Air,Malaysia,4.16,12.889,15.5,,0,0,0,,3.86,16.5,Enthalpy Test Room,3.5877,4.1927,TRUE,0,29.7,27,0,0,3.504316512,4.09537909,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",13/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.5877,TRUE,Variable output compressor,Inverter,4.16,3.86,3.6382,4.1759
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,PANASONIC,2.611,Ducted,Multiple split - VRF,,Air,Air,Malaysia,4.16,12.889,15.5,,0,0,0,,3.86,16.5,Enthalpy Test Room,3.5877,4.1927,TRUE,0,29.7,27,0,0,3.504316512,4.09537909,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",13/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.5877,TRUE,Variable output compressor,Inverter,4.16,3.86,3.6382,4.1759
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,8.01,Non Ducted,Multiple split - VRF,,Air,Air,Japan,12.68,31.99,40,,0,0,0,,13.28,45,Enthalpy Test Room,3.102,3.483,TRUE,0,130,136,0,0,2.994628822,3.357507008,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",27/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.102,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,12.68,13.28,3.0489,3.2752
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,8.58,Non Ducted,Multiple split - VRF,,Air,Air,Japan,14.08,36.42,45,,0,0,0,,15.05,50,Enthalpy Test Room,3.4408,3.6377,TRUE,0,237,243,0,0,3.232464357,3.422466597,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.4408,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,14.08,15.05,3.024,3.1503
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,7.36,Non Ducted,Multiple split - VRF,,Air,Air,Japan,14.71,42.64,50,,0,0,0,,16.63,56,Enthalpy Test Room,3.1435,3.0981,TRUE,0,237,243,0,0,2.985285635,2.956731544,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",3/4/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.1435,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,14.71,16.63,3.2235,3.2089
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,5.21,Non Ducted,Multiple split - VRF,,Air,Air,Japan,17.17,50.79,56,,0,0,0,,17.82,63,Enthalpy Test Room,3.0646,3.3659,TRUE,0,253,259,0,0,2.920761479,3.208008822,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.0646,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,17.17,17.82,3.1068,3.3698
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,6.87,Non Ducted,Multiple split - VRF,,Air,Air,Japan,17.93,54.63,61.5,,0,0,0,,21.06,69,Enthalpy Test Room,3.1721,3.1033,TRUE,0,253,259,0,0,3.031416041,2.97981042,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",3/4/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.1721,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,17.93,21.06,3.2739,3.1456
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Haier,4.2,Ducted,Single Split System,,Air,Air,China,6.1,16.3,20.5,890,0,0,0,500,6,22.8,Calorimeter Room,3.3647,3.8613,TRUE,0,15,15,0,0,3.337739339,3.829517984,0,0,0,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",16/3/23,Approved,Reverse Cycle,1330,Class 11,TRUE,,TRUE,TRUE,TRUE,3.3647,TRUE,Variable output compressor,Inverter,6.1,6,3.333,3.7682
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,1.57,Non Ducted,Multiple split - VRF,,Air,Air,Japan,2.9,12.43,14,,0,0,0,,2.76,16,Enthalpy Test Room,4.5902,5.4648,TRUE,0,114,120,0,0,4.051675842,4.769418999,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,FALSE,FALSE,4.5902,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,2.9,2.76,4.2614,5.0543
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,2.78,Non Ducted,Multiple split - VRF,,Air,Air,Japan,3.3,13.22,16,,0,0,0,,3.43,18,Enthalpy Test Room,4.5349,4.8941,TRUE,0,114,120,0,0,4.067353077,4.385222786,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",3/4/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,FALSE,FALSE,4.5349,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,3.3,3.43,4.3415,4.6929
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,2.9,Non Ducted,Multiple split - VRF,,Air,Air,Japan,5.1,19.5,22.4,,0,0,0,,5.04,25,Enthalpy Test Room,4.096,4.6046,TRUE,0,122,128,0,0,3.794870515,4.2483064,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 11,TRUE,,TRUE,FALSE,FALSE,4.096,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,5.1,5.04,4.0636,4.5682
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,3.14,Non Ducted,Multiple split - VRF,,Air,Air,Japan,6.11,24.86,28,,0,0,0,,6.64,31.5,Enthalpy Test Room,4.2965,4.4371,TRUE,0,122,128,0,0,4.028382231,4.16961564,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",3/4/23,Approved,Reverse Cycle,,Class 11,TRUE,,TRUE,FALSE,FALSE,4.2965,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,6.11,6.64,4.2929,4.4538
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,6.51,Non Ducted,Multiple split - VRF,,Air,Air,Japan,8.3,26.99,33.5,,0,0,0,,7.84,37.5,Enthalpy Test Room,3.7528,4.4483,TRUE,0,122,128,0,0,3.578784758,4.220336253,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 11,TRUE,,TRUE,FALSE,FALSE,3.7528,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,8.3,7.84,3.8451,4.533
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,8.02,Non Ducted,Multiple split - VRF,,Air,Air,Japan,11.48,31.98,40,,0,0,0,,10.69,45,Enthalpy Test Room,3.2228,3.8918,TRUE,0,130,136,0,0,3.106994539,3.73549361,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.2228,TRUE,"Variable output compressor,Thermostatic expansion value,Variable speed fan systems",Inverter,11.48,10.69,3.3559,4.036
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,8.58,Non Ducted,Multiple split - VRF,,Air,Air,Japan,11.52,36.42,45,,0,0,0,,12.74,50,Enthalpy Test Room,3.6895,3.6849,TRUE,0,237,243,0,0,3.450947852,3.464267543,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",3/4/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.6895,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,11.52,12.74,3.6523,3.687
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,7.36,Non Ducted,Multiple split - VRF,,Air,Air,Japan,12.56,42.64,50,,0,0,0,,14.5,56,Enthalpy Test Room,3.6991,3.5641,TRUE,0,237,243,0,0,3.481919464,3.378252263,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.6991,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,12.56,14.5,3.7422,3.655
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,5.23,Non Ducted,Multiple split - VRF,,Air,Air,Japan,12.18,50.77,56,,0,0,0,,13.18,63,Enthalpy Test Room,4.2665,4.4425,TRUE,0,237,243,0,0,4.008948121,4.187238639,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",27/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,4.2665,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,12.18,13.18,4.314,4.4996
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,HITACHI,6.88,Non Ducted,Multiple split - VRF,,Air,Air,Japan,14.38,54.62,61.5,,0,0,0,,14.42,69,Enthalpy Test Room,3.9796,4.534,TRUE,0,237,243,0,0,3.773731102,4.290311562,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",21/3/23,Approved,Reverse Cycle,,Class 12,TRUE,,TRUE,FALSE,FALSE,3.9796,TRUE,"Variable output compressor,Thermostatic expansion value,Multiple compressors,Variable speed fan systems",Inverter,14.38,14.42,4.0511,4.5272
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - Fixed head,,Air,Air,"Japan,Thailand",3.58,12.5,12.5,,0,0,0,,3.57,14,Enthalpy Test Room,3.5518,4.1679,TRUE,0,41,41,0,0,3.418432875,4.003328034,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.5518,TRUE,Variable output compressor,Inverter,3.58,3.57,3.3615,3.775
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - Fixed head,,Air,Air,"Japan,Thailand",3.58,12.5,12.5,,0,0,0,,3.57,14,Enthalpy Test Room,3.5518,4.1679,TRUE,0,41,41,0,0,3.418432875,4.003328034,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.5518,TRUE,Variable output compressor,Inverter,3.58,3.57,3.3615,3.775
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - Fixed head,,Air,Air,"Japan,Thailand",3.58,12.5,12.5,,0,0,0,,3.57,14,Enthalpy Test Room,3.5518,4.1679,TRUE,0,41,41,0,0,3.418432875,4.003328034,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.5518,TRUE,Variable output compressor,Inverter,3.58,3.57,3.3615,3.775
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",3.58,12.5,12.5,,0,0,0,,3.57,14,Enthalpy Test Room,3.6097,4.2358,TRUE,0,41,41,0,0,3.47205786,4.065887637,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",22/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.6097,TRUE,Variable output compressor,Inverter,3.58,3.57,3.3615,3.775
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",3.58,12.5,12.5,,0,0,0,,3.57,14,Enthalpy Test Room,3.6097,4.2358,TRUE,0,41,41,0,0,3.47205786,4.065887637,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",22/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.6097,TRUE,Variable output compressor,Inverter,3.58,3.57,3.3615,3.775
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.32,14,14,,0,0,0,,4.3,16,Enthalpy Test Room,3.3045,3.851,TRUE,83.3,41,41,4.996471418,0,3.200847523,3.726939157,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.3045,TRUE,Variable output compressor,Inverter,4.32,4.3,3.14,3.6048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.32,14,14,,0,0,0,,4.3,16,Enthalpy Test Room,3.3045,3.851,TRUE,83.3,41,41,4.996471418,0,3.200847523,3.726939157,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.3045,TRUE,Variable output compressor,Inverter,4.32,4.3,3.14,3.6048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.32,14,14,,0,0,0,,4.3,16,Enthalpy Test Room,3.3045,3.851,TRUE,83.3,41,41,4.996471418,0,3.200847523,3.726939157,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.3045,TRUE,Variable output compressor,Inverter,4.32,4.3,3.14,3.6048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.32,14,14,,0,0,0,,4.3,16,Enthalpy Test Room,3.3579,3.914,TRUE,83.3,41,41,5.078909613,0,3.250888592,3.785921135,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.3579,TRUE,Variable output compressor,Inverter,4.32,4.3,3.14,3.6048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.32,14,14,,0,0,0,,4.3,16,Enthalpy Test Room,3.3579,3.914,TRUE,83.3,41,41,5.078909613,0,3.250888592,3.785921135,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.3579,TRUE,Variable output compressor,Inverter,4.32,4.3,3.14,3.6048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.32,14,14,,0,0,0,,4.3,16,Enthalpy Test Room,3.3579,3.914,TRUE,83.3,41,41,5.078909613,0,3.250888592,3.785921135,,,,,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",23/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.3579,TRUE,Variable output compressor,Inverter,4.32,4.3,3.14,3.6048
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0.43,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.9,15.07,15.5,,0,0,0,,4.46,16.5,Enthalpy Test Room,3.2185,3.753,TRUE,83.3,41,41,4.730723606,0,3.129622173,3.63920518,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",26/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.2185,TRUE,Variable output compressor,Inverter,4.9,4.46,3.0763,3.5881
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,MITSUBISHI ELECTRIC,0.43,Ducted,Multiple split - VRF,,Air,Air,"Thailand,Japan",4.9,15.07,15.5,,0,0,0,,4.46,16.5,Enthalpy Test Room,3.2185,3.753,TRUE,83.3,41,41,4.730723606,0,3.129622173,3.63920518,,,,,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",26/3/23,Approved,Reverse Cycle,,Class 10,TRUE,,TRUE,TRUE,TRUE,3.2185,TRUE,Variable output compressor,Inverter,4.9,4.46,3.0763,3.5881
